id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Elu 10,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Elu 10,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Numéro de panneau 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Numéro de panneau 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Numéro de panneau 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Numéro de panneau 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Numéro de panneau 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nuance candidat 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nuance candidat 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nuance candidat 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nuance candidat 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nuance candidat 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nom candidat 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nom candidat 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nom candidat 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nom candidat 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nom candidat 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Prénom candidat 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Prénom candidat 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Prénom candidat 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Prénom candidat 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Prénom candidat 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Sexe candidat 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Sexe candidat 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Sexe candidat 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Sexe candidat 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Sexe candidat 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Voix 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Voix 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Voix 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Voix 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Voix 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/inscrits 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/inscrits 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/inscrits 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/inscrits 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/inscrits 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/exprimés 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/exprimés 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/exprimés 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/exprimés 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/exprimés 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Elu 11,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Elu 11,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Elu 11,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Elu 11,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Elu 11,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Numéro de panneau 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Numéro de panneau 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Numéro de panneau 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Numéro de panneau 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Numéro de panneau 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nuance candidat 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nuance candidat 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nuance candidat 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nuance candidat 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nuance candidat 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nom candidat 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nom candidat 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nom candidat 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nom candidat 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nom candidat 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Prénom candidat 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Prénom candidat 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Prénom candidat 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Prénom candidat 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Prénom candidat 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Sexe candidat 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Sexe candidat 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Sexe candidat 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Sexe candidat 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Sexe candidat 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Voix 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Voix 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Voix 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Voix 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Voix 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/inscrits 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/inscrits 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/inscrits 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/inscrits 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/inscrits 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/exprimés 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/exprimés 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/exprimés 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/exprimés 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/exprimés 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Elu 12,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Elu 12,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Elu 12,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Elu 12,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Elu 12,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Numéro de panneau 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Numéro de panneau 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Numéro de panneau 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Numéro de panneau 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Numéro de panneau 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nuance candidat 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nuance candidat 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nuance candidat 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nuance candidat 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nuance candidat 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nom candidat 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nom candidat 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nom candidat 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nom candidat 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nom candidat 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Prénom candidat 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Prénom candidat 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Prénom candidat 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Prénom candidat 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Prénom candidat 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Sexe candidat 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Sexe candidat 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Sexe candidat 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Sexe candidat 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Sexe candidat 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Voix 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Voix 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Voix 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Voix 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Voix 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/inscrits 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/inscrits 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/inscrits 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/inscrits 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/inscrits 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",% Voix/exprimés 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",% Voix/exprimés 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",% Voix/exprimés 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",% Voix/exprimés 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",% Voix/exprimés 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Elu 13,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Elu 13,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Elu 13,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Elu 13,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Elu 13,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Numéro de panneau 14,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Numéro de panneau 14,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Numéro de panneau 14,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Numéro de panneau 14,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Numéro de panneau 14,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nuance candidat 14,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nuance candidat 14,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nuance candidat 14,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nuance candidat 14,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nuance candidat 14,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Nom candidat 14,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Nom candidat 14,
27,Eure,27003,3ème circonscription,85635,58863,"68,74%",26772,"31,26%",57310,"66,92%","97,36%",1170,"1,37%","1,99%",383,"0,45%","0,65%",Nom candidat 14,
27,Eure,27004,4ème circonscription,93502,63112,"67,50%",30390,"32,50%",61698,"65,99%","97,76%",1065,"1,14%","1,69%",349,"0,37%","0,55%",Nom candidat 14,
27,Eure,27005,5ème circonscription,89810,60193,"67,02%",29617,"32,98%",58773,"65,44%","97,64%",1057,"1,18%","1,76%",363,"0,40%","0,60%",Nom candidat 14,
27,Eure,27001,1ère circonscription,87391,57249,"65,51%",30142,"34,49%",55556,"63,57%","97,04%",1204,"1,38%","2,10%",489,"0,56%","0,85%",Prénom candidat 14,
27,Eure,27002,2ème circonscription,79112,54069,"68,34%",25043,"31,66%",52636,"66,53%","97,35%",1095,"1,38%","2,03%",338,"0,43%","0,63%",Prénom candidat 14,
