id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Voix 17,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Voix 17,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/inscrits 17,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/inscrits 17,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/inscrits 17,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/exprimés 17,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/exprimés 17,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/exprimés 17,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Elu 17,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Elu 17,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Elu 17,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Numéro de panneau 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Numéro de panneau 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Numéro de panneau 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Nuance candidat 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Nuance candidat 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Nuance candidat 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Nom candidat 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Nom candidat 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Nom candidat 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Prénom candidat 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Prénom candidat 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Prénom candidat 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Sexe candidat 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Sexe candidat 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Sexe candidat 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Voix 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Voix 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Voix 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/inscrits 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/inscrits 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/inscrits 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/exprimés 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/exprimés 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/exprimés 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Elu 18,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Elu 18,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Elu 18,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Numéro de panneau 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Numéro de panneau 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Numéro de panneau 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Nuance candidat 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Nuance candidat 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Nuance candidat 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Nom candidat 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Nom candidat 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Nom candidat 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Prénom candidat 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Prénom candidat 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Prénom candidat 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Sexe candidat 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Sexe candidat 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Sexe candidat 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Voix 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Voix 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Voix 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/inscrits 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/inscrits 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/inscrits 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",% Voix/exprimés 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",% Voix/exprimés 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",% Voix/exprimés 19,
81,Tarn,81001,1ère circonscription,85344,60773,"71,21%",24571,"28,79%",58776,"68,87%","96,71%",1314,"1,54%","2,16%",683,"0,80%","1,12%",Elu 19,
81,Tarn,81002,2ème circonscription,110310,79089,"71,70%",31221,"28,30%",76040,"68,93%","96,14%",2034,"1,84%","2,57%",1015,"0,92%","1,28%",Elu 19,
81,Tarn,81003,3ème circonscription,104780,75723,"72,27%",29057,"27,73%",72970,"69,64%","96,36%",1794,"1,71%","2,37%",959,"0,92%","1,27%",Elu 19,
